,Unnamed: 0,example_id,hex,img_ds,img_id,sent_1,sent_2,sent_1_label,sent_2_label,ds_aspect,sent_ds,sent_1_color,sent_2_color
682,682,48_matrix_brown_white,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_white,['flickr30k_random.jsonl'],brown,white
683,683,48_matrix_brown_blue,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_blue,['flickr30k_random.jsonl'],brown,blue
684,684,48_matrix_brown_black,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_black,['flickr30k_random.jsonl'],brown,black
685,685,48_matrix_brown_green,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_green,['flickr30k_random.jsonl'],brown,green
686,686,48_matrix_brown_gray,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_gray,['flickr30k_random.jsonl'],brown,gray
687,687,48_matrix_brown_grey,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_grey,['flickr30k_random.jsonl'],brown,grey
688,688,48_matrix_brown_red,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_red,['flickr30k_random.jsonl'],brown,red
689,689,48_matrix_brown_yellow,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_yellow,['flickr30k_random.jsonl'],brown,yellow
690,690,48_matrix_brown_orange,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_orange,['flickr30k_random.jsonl'],brown,orange
691,691,48_matrix_brown_pink,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_pink,['flickr30k_random.jsonl'],brown,pink
692,692,48_matrix_brown_purple,624241,Flickr30k,1159381599.jpg,,,True,False,color_brown_purple,['flickr30k_random.jsonl'],brown,purple
693,693,49_matrix_black_white,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_white,['flickr30k_random.jsonl'],black,white
694,694,49_matrix_black_brown,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_brown,['flickr30k_random.jsonl'],black,brown
695,695,49_matrix_black_blue,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_blue,['flickr30k_random.jsonl'],black,blue
696,696,49_matrix_black_green,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_green,['flickr30k_random.jsonl'],black,green
697,697,49_matrix_black_gray,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_gray,['flickr30k_random.jsonl'],black,gray
698,698,49_matrix_black_grey,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_grey,['flickr30k_random.jsonl'],black,grey
699,699,49_matrix_black_red,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_red,['flickr30k_random.jsonl'],black,red
700,700,49_matrix_black_yellow,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_yellow,['flickr30k_random.jsonl'],black,yellow
701,701,49_matrix_black_orange,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_orange,['flickr30k_random.jsonl'],black,orange
702,702,49_matrix_black_pink,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_pink,['flickr30k_random.jsonl'],black,pink
703,703,49_matrix_black_purple,333732,Flickr30k,2762599124.jpg,,,True,False,color_black_purple,['flickr30k_random.jsonl'],black,purple
704,704,50_matrix_green_white,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_white,['flickr30k_random.jsonl'],green,white
705,705,50_matrix_green_brown,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_brown,['flickr30k_random.jsonl'],green,brown
706,706,50_matrix_green_blue,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_blue,['flickr30k_random.jsonl'],green,blue
707,707,50_matrix_green_black,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_black,['flickr30k_random.jsonl'],green,black
708,708,50_matrix_green_gray,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_gray,['flickr30k_random.jsonl'],green,gray
709,709,50_matrix_green_grey,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_grey,['flickr30k_random.jsonl'],green,grey
710,710,50_matrix_green_red,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_red,['flickr30k_random.jsonl'],green,red
711,711,50_matrix_green_yellow,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_yellow,['flickr30k_random.jsonl'],green,yellow
712,712,50_matrix_green_orange,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_orange,['flickr30k_random.jsonl'],green,orange
713,713,50_matrix_green_pink,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_pink,['flickr30k_random.jsonl'],green,pink
714,714,50_matrix_green_purple,A3E1A0,Flickr30k,3930187102.jpg,,,True,False,color_green_purple,['flickr30k_random.jsonl'],green,purple
715,715,51_matrix_red_white,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_white,['flickr30k_random.jsonl'],red,white
716,716,51_matrix_red_brown,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_brown,['flickr30k_random.jsonl'],red,brown
717,717,51_matrix_red_blue,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_blue,['flickr30k_random.jsonl'],red,blue
718,718,51_matrix_red_black,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_black,['flickr30k_random.jsonl'],red,black
719,719,51_matrix_red_green,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_green,['flickr30k_random.jsonl'],red,green
720,720,51_matrix_red_gray,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_gray,['flickr30k_random.jsonl'],red,gray
721,721,51_matrix_red_grey,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_grey,['flickr30k_random.jsonl'],red,grey
722,722,51_matrix_red_yellow,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_yellow,['flickr30k_random.jsonl'],red,yellow
723,723,51_matrix_red_orange,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_orange,['flickr30k_random.jsonl'],red,orange
724,724,51_matrix_red_pink,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_pink,['flickr30k_random.jsonl'],red,pink
725,725,51_matrix_red_purple,E40C3D,Flickr30k,4859764297.jpg,,,True,False,color_red_purple,['flickr30k_random.jsonl'],red,purple
726,726,52_matrix_black_white,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_white,['flickr30k_random.jsonl'],black,white
727,727,52_matrix_black_brown,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_brown,['flickr30k_random.jsonl'],black,brown
728,728,52_matrix_black_blue,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_blue,['flickr30k_random.jsonl'],black,blue
729,729,52_matrix_black_green,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_green,['flickr30k_random.jsonl'],black,green
730,730,52_matrix_black_gray,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_gray,['flickr30k_random.jsonl'],black,gray
731,731,52_matrix_black_grey,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_grey,['flickr30k_random.jsonl'],black,grey
732,732,52_matrix_black_red,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_red,['flickr30k_random.jsonl'],black,red
733,733,52_matrix_black_yellow,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_yellow,['flickr30k_random.jsonl'],black,yellow
734,734,52_matrix_black_orange,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_orange,['flickr30k_random.jsonl'],black,orange
735,735,52_matrix_black_pink,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_pink,['flickr30k_random.jsonl'],black,pink
736,736,52_matrix_black_purple,0B0D05,Flickr30k,83292701.jpg,,,True,False,color_black_purple,['flickr30k_random.jsonl'],black,purple
737,737,53_matrix_red_white,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_white,['flickr30k_random.jsonl'],red,white
738,738,53_matrix_red_brown,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_brown,['flickr30k_random.jsonl'],red,brown
739,739,53_matrix_red_blue,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_blue,['flickr30k_random.jsonl'],red,blue
740,740,53_matrix_red_black,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_black,['flickr30k_random.jsonl'],red,black
741,741,53_matrix_red_green,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_green,['flickr30k_random.jsonl'],red,green
742,742,53_matrix_red_gray,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_gray,['flickr30k_random.jsonl'],red,gray
743,743,53_matrix_red_grey,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_grey,['flickr30k_random.jsonl'],red,grey
744,744,53_matrix_red_yellow,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_yellow,['flickr30k_random.jsonl'],red,yellow
745,745,53_matrix_red_orange,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_orange,['flickr30k_random.jsonl'],red,orange
746,746,53_matrix_red_pink,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_pink,['flickr30k_random.jsonl'],red,pink
747,747,53_matrix_red_purple,800401,Flickr30k,4980430291.jpg,,,True,False,color_red_purple,['flickr30k_random.jsonl'],red,purple
748,748,54_matrix_white_brown,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
749,749,54_matrix_white_blue,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
750,750,54_matrix_white_black,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
751,751,54_matrix_white_green,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
752,752,54_matrix_white_gray,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
753,753,54_matrix_white_grey,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
754,754,54_matrix_white_red,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
755,755,54_matrix_white_yellow,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
756,756,54_matrix_white_orange,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
757,757,54_matrix_white_pink,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
758,758,54_matrix_white_purple,7F7466,Flickr30k,4953536921.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
759,759,55_matrix_green_white,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_white,['flickr30k_random.jsonl'],green,white
760,760,55_matrix_green_brown,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_brown,['flickr30k_random.jsonl'],green,brown
761,761,55_matrix_green_blue,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_blue,['flickr30k_random.jsonl'],green,blue
762,762,55_matrix_green_black,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_black,['flickr30k_random.jsonl'],green,black
763,763,55_matrix_green_gray,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_gray,['flickr30k_random.jsonl'],green,gray
764,764,55_matrix_green_grey,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_grey,['flickr30k_random.jsonl'],green,grey
765,765,55_matrix_green_red,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_red,['flickr30k_random.jsonl'],green,red
766,766,55_matrix_green_yellow,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_yellow,['flickr30k_random.jsonl'],green,yellow
767,767,55_matrix_green_orange,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_orange,['flickr30k_random.jsonl'],green,orange
768,768,55_matrix_green_pink,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_pink,['flickr30k_random.jsonl'],green,pink
769,769,55_matrix_green_purple,28500F,Flickr30k,2275214054.jpg,,,True,False,color_green_purple,['flickr30k_random.jsonl'],green,purple
770,770,55_matrix_yellow_white,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_white,['flickr30k_random.jsonl'],yellow,white
771,771,55_matrix_yellow_brown,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_brown,['flickr30k_random.jsonl'],yellow,brown
772,772,55_matrix_yellow_blue,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_blue,['flickr30k_random.jsonl'],yellow,blue
773,773,55_matrix_yellow_black,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_black,['flickr30k_random.jsonl'],yellow,black
774,774,55_matrix_yellow_green,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_green,['flickr30k_random.jsonl'],yellow,green
775,775,55_matrix_yellow_gray,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_gray,['flickr30k_random.jsonl'],yellow,gray
776,776,55_matrix_yellow_grey,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_grey,['flickr30k_random.jsonl'],yellow,grey
777,777,55_matrix_yellow_red,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_red,['flickr30k_random.jsonl'],yellow,red
778,778,55_matrix_yellow_orange,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_orange,['flickr30k_random.jsonl'],yellow,orange
779,779,55_matrix_yellow_pink,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_pink,['flickr30k_random.jsonl'],yellow,pink
780,780,55_matrix_yellow_purple,BFD146,Flickr30k,2275214054.jpg,,,True,False,color_yellow_purple,['flickr30k_random.jsonl'],yellow,purple
781,781,56_matrix_blue_white,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_white,['flickr30k_random.jsonl'],blue,white
782,782,56_matrix_blue_brown,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_brown,['flickr30k_random.jsonl'],blue,brown
783,783,56_matrix_blue_black,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_black,['flickr30k_random.jsonl'],blue,black
784,784,56_matrix_blue_green,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_green,['flickr30k_random.jsonl'],blue,green
785,785,56_matrix_blue_gray,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_gray,['flickr30k_random.jsonl'],blue,gray
786,786,56_matrix_blue_grey,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_grey,['flickr30k_random.jsonl'],blue,grey
787,787,56_matrix_blue_red,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_red,['flickr30k_random.jsonl'],blue,red
788,788,56_matrix_blue_yellow,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_yellow,['flickr30k_random.jsonl'],blue,yellow
789,789,56_matrix_blue_orange,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_orange,['flickr30k_random.jsonl'],blue,orange
790,790,56_matrix_blue_pink,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_pink,['flickr30k_random.jsonl'],blue,pink
791,791,56_matrix_blue_purple,578FB6,Flickr30k,4805078127.jpg,,,True,False,color_blue_purple,['flickr30k_random.jsonl'],blue,purple
792,792,57_matrix_purple_white,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_white,['flickr30k_random.jsonl'],purple,white
793,793,57_matrix_purple_brown,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_brown,['flickr30k_random.jsonl'],purple,brown
794,794,57_matrix_purple_blue,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_blue,['flickr30k_random.jsonl'],purple,blue
795,795,57_matrix_purple_black,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_black,['flickr30k_random.jsonl'],purple,black
796,796,57_matrix_purple_green,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_green,['flickr30k_random.jsonl'],purple,green
797,797,57_matrix_purple_gray,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_gray,['flickr30k_random.jsonl'],purple,gray
798,798,57_matrix_purple_grey,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_grey,['flickr30k_random.jsonl'],purple,grey
799,799,57_matrix_purple_red,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_red,['flickr30k_random.jsonl'],purple,red
800,800,57_matrix_purple_yellow,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_yellow,['flickr30k_random.jsonl'],purple,yellow
801,801,57_matrix_purple_orange,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_orange,['flickr30k_random.jsonl'],purple,orange
802,802,57_matrix_purple_pink,91749C,Flickr30k,3554391279.jpg,,,True,False,color_purple_pink,['flickr30k_random.jsonl'],purple,pink
803,803,58_matrix_blue_white,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_white,['flickr30k_random.jsonl'],blue,white
804,804,58_matrix_blue_brown,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_brown,['flickr30k_random.jsonl'],blue,brown
805,805,58_matrix_blue_black,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_black,['flickr30k_random.jsonl'],blue,black
806,806,58_matrix_blue_green,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_green,['flickr30k_random.jsonl'],blue,green
807,807,58_matrix_blue_gray,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_gray,['flickr30k_random.jsonl'],blue,gray
808,808,58_matrix_blue_grey,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_grey,['flickr30k_random.jsonl'],blue,grey
809,809,58_matrix_blue_red,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_red,['flickr30k_random.jsonl'],blue,red
810,810,58_matrix_blue_yellow,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_yellow,['flickr30k_random.jsonl'],blue,yellow
811,811,58_matrix_blue_orange,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_orange,['flickr30k_random.jsonl'],blue,orange
812,812,58_matrix_blue_pink,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_pink,['flickr30k_random.jsonl'],blue,pink
813,813,58_matrix_blue_purple,777196,Flickr30k,2778313163.jpg,,,True,False,color_blue_purple,['flickr30k_random.jsonl'],blue,purple
814,814,59_matrix_red_white,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_white,['flickr30k_random.jsonl'],red,white
815,815,59_matrix_red_brown,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_brown,['flickr30k_random.jsonl'],red,brown
816,816,59_matrix_red_blue,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_blue,['flickr30k_random.jsonl'],red,blue
817,817,59_matrix_red_black,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_black,['flickr30k_random.jsonl'],red,black
818,818,59_matrix_red_green,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_green,['flickr30k_random.jsonl'],red,green
819,819,59_matrix_red_gray,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_gray,['flickr30k_random.jsonl'],red,gray
820,820,59_matrix_red_grey,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_grey,['flickr30k_random.jsonl'],red,grey
821,821,59_matrix_red_yellow,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_yellow,['flickr30k_random.jsonl'],red,yellow
822,822,59_matrix_red_orange,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_orange,['flickr30k_random.jsonl'],red,orange
823,823,59_matrix_red_pink,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_pink,['flickr30k_random.jsonl'],red,pink
824,824,59_matrix_red_purple,BE020A,Flickr30k,3430607596.jpg,,,True,False,color_red_purple,['flickr30k_random.jsonl'],red,purple
825,825,60_matrix_white_brown,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
826,826,60_matrix_white_blue,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
827,827,60_matrix_white_black,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
828,828,60_matrix_white_green,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
829,829,60_matrix_white_gray,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
830,830,60_matrix_white_grey,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
831,831,60_matrix_white_red,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
832,832,60_matrix_white_yellow,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
833,833,60_matrix_white_orange,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
834,834,60_matrix_white_pink,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
835,835,60_matrix_white_purple,828577,Flickr30k,3376227992.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
836,836,61_matrix_pink_white,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_white,['flickr30k_random.jsonl'],pink,white
837,837,61_matrix_pink_brown,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_brown,['flickr30k_random.jsonl'],pink,brown
838,838,61_matrix_pink_blue,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_blue,['flickr30k_random.jsonl'],pink,blue
839,839,61_matrix_pink_black,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_black,['flickr30k_random.jsonl'],pink,black
840,840,61_matrix_pink_green,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_green,['flickr30k_random.jsonl'],pink,green
841,841,61_matrix_pink_gray,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_gray,['flickr30k_random.jsonl'],pink,gray
842,842,61_matrix_pink_grey,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_grey,['flickr30k_random.jsonl'],pink,grey
843,843,61_matrix_pink_red,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_red,['flickr30k_random.jsonl'],pink,red
844,844,61_matrix_pink_yellow,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_yellow,['flickr30k_random.jsonl'],pink,yellow
845,845,61_matrix_pink_orange,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_orange,['flickr30k_random.jsonl'],pink,orange
846,846,61_matrix_pink_purple,D65454,Flickr30k,3232994074.jpg,,,True,False,color_pink_purple,['flickr30k_random.jsonl'],pink,purple
847,847,62_matrix_white_brown,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
848,848,62_matrix_white_blue,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
849,849,62_matrix_white_black,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
850,850,62_matrix_white_green,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_green,['flickr30k_random.jsonl'],white,green
851,851,62_matrix_white_gray,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_gray,['flickr30k_random.jsonl'],white,gray
852,852,62_matrix_white_grey,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_grey,['flickr30k_random.jsonl'],white,grey
853,853,62_matrix_white_red,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_red,['flickr30k_random.jsonl'],white,red
854,854,62_matrix_white_yellow,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_yellow,['flickr30k_random.jsonl'],white,yellow
855,855,62_matrix_white_orange,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_orange,['flickr30k_random.jsonl'],white,orange
856,856,62_matrix_white_pink,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_pink,['flickr30k_random.jsonl'],white,pink
857,857,62_matrix_white_purple,F3E7D0,Flickr30k,4930533574.jpg,,,True,False,color_white_purple,['flickr30k_random.jsonl'],white,purple
858,858,63_matrix_green_white,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_white,['flickr30k_random.jsonl'],green,white
859,859,63_matrix_green_brown,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_brown,['flickr30k_random.jsonl'],green,brown
860,860,63_matrix_green_blue,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_blue,['flickr30k_random.jsonl'],green,blue
861,861,63_matrix_green_black,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_black,['flickr30k_random.jsonl'],green,black
862,862,63_matrix_green_gray,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_gray,['flickr30k_random.jsonl'],green,gray
863,863,63_matrix_green_grey,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_grey,['flickr30k_random.jsonl'],green,grey
864,864,63_matrix_green_red,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_red,['flickr30k_random.jsonl'],green,red
865,865,63_matrix_green_yellow,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_yellow,['flickr30k_random.jsonl'],green,yellow
866,866,63_matrix_green_orange,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_orange,['flickr30k_random.jsonl'],green,orange
867,867,63_matrix_green_pink,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_pink,['flickr30k_random.jsonl'],green,pink
868,868,63_matrix_green_purple,355039,Flickr30k,3051972592.jpg,,,True,False,color_green_purple,['flickr30k_random.jsonl'],green,purple
869,869,64_matrix_purple_white,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_white,['flickr30k_random.jsonl'],purple,white
870,870,64_matrix_purple_brown,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_brown,['flickr30k_random.jsonl'],purple,brown
871,871,64_matrix_purple_blue,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_blue,['flickr30k_random.jsonl'],purple,blue
872,872,64_matrix_purple_black,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_black,['flickr30k_random.jsonl'],purple,black
873,873,64_matrix_purple_green,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_green,['flickr30k_random.jsonl'],purple,green
874,874,64_matrix_purple_gray,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_gray,['flickr30k_random.jsonl'],purple,gray
875,875,64_matrix_purple_grey,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_grey,['flickr30k_random.jsonl'],purple,grey
876,876,64_matrix_purple_red,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_red,['flickr30k_random.jsonl'],purple,red
877,877,64_matrix_purple_yellow,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_yellow,['flickr30k_random.jsonl'],purple,yellow
878,878,64_matrix_purple_orange,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_orange,['flickr30k_random.jsonl'],purple,orange
879,879,64_matrix_purple_pink,B4838F,Flickr30k,4899074189.jpg,,,True,False,color_purple_pink,['flickr30k_random.jsonl'],purple,pink
880,880,64_matrix_white_brown,EBE9E9,Flickr30k,4899074189.jpg,,,True,False,color_white_brown,['flickr30k_random.jsonl'],white,brown
881,881,64_matrix_white_blue,EBE9E9,Flickr30k,4899074189.jpg,,,True,False,color_white_blue,['flickr30k_random.jsonl'],white,blue
882,882,64_matrix_white_black,EBE9E9,Flickr30k,4899074189.jpg,,,True,False,color_white_black,['flickr30k_random.jsonl'],white,black
